#,PSRJ,PMRA,PMDEC,PX,POSEPOCH,Gl,Gb,RAJD,DECJD,P0,P1,DM,TAU_SC,S400,S1400,S2000,DIST,ZZ,XX,YY,ASSOC,SURVEY,,,,,,,,
,,[mas/yr],[mas/yr],[mas],[MJD],[deg],[deg],[deg],[deg],[s],[s/s],[cm^-3pc],[s],[mJy],[mJy],[mJy],[kpc],[kpc],[kpc],[kpc],,,,,,,,,,
2018,J1901+0331,-7,-45,NAN,54336,37.213,-0.637,285.38242083,3.518325,0.65545,7.46E-15,402.08,0,165,4.2,NAN,7,-0.078,4.233,2.926,NAN,jb1,ar1,mol2,jb2,gb3,pksmb,palfa,,
2019,J1901+0355,NAN,NAN,NAN,52352,37.58,-0.444,285.378375,3.93302778,0.554756,1.27E-14,547,NAN,NAN,0.15,NAN,6.685,-0.052,4.077,3.202,NAN,pksmb,palfa,,,,,,,
2020,J1901+0413,NAN,NAN,NAN,51706,37.806,-0.232,285.29291667,4.23083333,2.66308,1.32E-13,352,NAN,NAN,1.2,NAN,5.342,-0.022,3.275,4.279,NAN,pksmb,palfa,,,,,,,
2021,J1901+0435,NAN,NAN,NAN,53041,38.167,-0.148,285.38416667,4.58972222,0.690576,8.67E-15,1042.6,NAN,NAN,4.24,NAN,10.29,-0.027,6.359,0.41,NAN,pksmb,palfa,,,,,,,
2022,J1901+0459,NAN,NAN,NAN,56700,38.49,0.087,285.32279167,4.98522222,0.877044,1.57E-14,1108,NAN,NAN,0.12,NAN,12.063,0.018,7.508,-0.942,NAN,palfa,,,,,,,,
2023,J1901+0510,NAN,NAN,NAN,52618,38.737,0.025,285.49104167,5.17611111,0.614757,3.11E-14,429,0,NAN,0.66,NAN,5.919,0.003,3.704,3.883,NAN,pksmb,palfa,,,,,,,
2024,J1901+0511,NAN,NAN,NAN,56700,38.715,0.084,285.42879167,5.18338889,4.600369,2.53E-14,410,NAN,NAN,0.05,NAN,5.831,0.009,3.647,3.95,NAN,palfa,,,,,,,,
2025,J1901+0621,NAN,NAN,NAN,52282,39.687,0.756,285.27483333,6.35527778,0.832002,1.8E-17,94,NAN,NAN,0.47,NAN,2.942,0.039,1.879,6.236,NAN,palfa,pksmb,,,,,,,
2026,J1901+0716,NAN,NAN,NAN,49863,40.569,1.056,285.41223609,7.27633469,0.643999,2.29E-15,252.81,0,3.9,0.9,NAN,3.4,0.063,2.211,5.918,NAN,jb2,pksmb,palfa,,,,,,
2027,J1901-0906,-7.54,-18.2,0.52,50873,25.979,-6.441,285.47086958,-9.10309611,1.781928,1.64E-15,72.68,NAN,11,3.5,NAN,1.923,-0.216,0.837,6.782,NAN,pks70,pkssw,htru_pks,,,,,,
2028,J1901+11,NAN,NAN,NAN,NAN,43.811,2.898,285.25,11,0.40914,NAN,268.9,NAN,NAN,NAN,NAN,13.917,0.704,9.622,-1.53,NAN,palfa,,,,,,,,
2029,J1901+1306,NAN,NAN,NAN,49079.5,45.786,3.683,285.45320833,13.11341667,1.830857,1.31E-16,75.1,NAN,0.6,NAN,NAN,2.503,0.161,1.79,6.758,NAN,ar3,,,,,,,,
2030,J1901-1740,NAN,NAN,NAN,51500,18.138,-10.071,285.325125,-17.66666667,1.956858,8.23E-16,24.4,NAN,NAN,0.3,NAN,0.894,-0.156,0.274,7.664,NAN,pkssw,htru_pks,,,,,,,
2031,J1902+02,NAN,NAN,NAN,56657,35.917,-1.436,285.5,2,0.41532,NAN,281.2,NAN,NAN,NAN,NAN,6.052,-0.152,3.549,3.6,NAN,palfa,,,,,,,,
2032,J1902+0248,NAN,NAN,NAN,52554,36.738,-1.249,285.70941667,2.81555556,1.223777,2.41E-15,272,NAN,NAN,0.17,NAN,5.99,-0.131,3.582,3.701,NAN,pksmb,palfa,,,,,,,
2033,J1902-0340,NAN,NAN,NAN,52724,30.958,-4.209,285.71125,-3.67166667,1.524672,2E-15,114,NAN,NAN,0.22,NAN,4.049,-0.297,2.077,5.037,NAN,pksmb,,,,,,,,
2034,J1902+0556,NAN,NAN,NAN,49722,39.501,0.21,285.67758522,5.94053304,0.746577,1.29E-14,177.49,0,15,1.2,NAN,3.6,0.013,2.29,5.722,NAN,ar1,jb2,ar4,pksmb,palfa,,,,
2035,J1902+0615,-0.885,-8.013,NAN,57600,39.814,0.336,285.7094875,6.27594722,0.673505,7.71E-15,502.9,0,22,1.6,NAN,7,0.041,4.482,3.123,NAN,jb2,pksmb,palfa,,,,,,
2036,J1902+0723,NAN,NAN,NAN,49079.5,40.742,0.984,285.55641667,7.3975,0.487813,2.1E-16,105,NAN,0.6,0.17,NAN,3.328,0.057,2.172,5.979,NAN,ar3,pksmb,,,,,,,
2037,J1902-1036,NAN,NAN,NAN,56916,24.716,-7.291,285.6766625,-10.60361111,0.786814,7.54E-15,91,NAN,NAN,0.13,NAN,3.795,-0.482,1.574,5.081,NAN,htru_pks,,,,,,,,
2038,J1903+0135,3,-13,NAN,57600,35.727,-1.955,285.87494167,1.59403611,0.729307,4.03E-15,245.17,0,58,5.5,NAN,3.3,-0.113,1.926,5.823,NAN,jb1,mol2,pksmb,gb4,palfa,,,,
2039,J1903-0258,NAN,NAN,NAN,53095,31.659,-4.038,285.87642917,-2.971,0.301459,6.79E-16,113,NAN,NAN,0.14,NAN,4.043,-0.285,2.117,5.067,NAN,pksmb,,,,,,,,
2040,J1903+0415,NAN,NAN,NAN,56657,38.032,-0.628,285.75,4.25,1.15139,NAN,473.5,NAN,NAN,NAN,NAN,6.863,-0.075,4.228,3.095,NAN,palfa,,,,,,,,
2041,J1903+0601,NAN,NAN,NAN,52146,39.65,0.109,285.836975,6.02611111,0.374117,1.92E-14,388,0.01,NAN,0.26,NAN,5.887,0.011,3.756,3.967,NAN,pksmb,palfa,,,,,,,
2042,J1903-0632,NAN,NAN,NAN,57600,28.479,-5.679,285.90805833,-6.53931111,0.431889,3.38E-15,195.61,0,23,NAN,NAN,12.449,-1.232,5.907,-2.389,NAN,jb1,mol2,pks70,pkssw,htru_pks,,,,
2043,J1903+0654,NAN,NAN,NAN,56700,40.502,0.388,285.98033333,6.91094444,0.791232,1.06E-14,329,NAN,NAN,0.11,NAN,5.923,0.04,3.847,3.996,NAN,palfa,,,,,,,,
2044,J1903-0848,NAN,NAN,NAN,54987,26.382,-6.601,285.7969625,-8.81594444,0.887325,1.33E-15,66.99,NAN,NAN,NAN,NAN,2.611,-0.3,1.153,6.176,NAN,gb350,,,,,,,,
2045,J1903+0925,NAN,NAN,NAN,53396,42.743,1.543,285.97991667,9.43194444,0.357155,3.69E-14,162,NAN,NAN,0.2,NAN,6.256,0.168,4.244,3.907,NAN,pksmb,,,,,,,,
2046,J1903+2225,NAN,NAN,NAN,49079.5,54.363,7.427,285.970625,22.42008333,0.651185,4.45E-16,109.2,NAN,0.8,NAN,NAN,5.756,0.744,4.639,5.174,NAN,ar3,,,,,,,,
2047,J1904+0004,8,-7,NAN,54377,34.45,-2.811,286.05299167,0.06813611,0.139525,1.18E-16,233.61,0,16,2.9,NAN,6.364,-0.312,3.596,3.258,NAN,pks70,pksmb,,,,,,,
2048,J1904-0150,NAN,NAN,NAN,53107,32.828,-3.841,286.23147917,-1.84236111,0.379387,8.9E-16,162.2,NAN,NAN,0.09,NAN,5.305,-0.355,2.869,4.052,NAN,pksmb,,,,,,,,
2049,J1904+0451,NAN,NAN,NAN,56242,38.806,-0.787,286.24743667,4.86526472,0.006092,5.72E-21,182.71,NAN,NAN,0.12,NAN,4.401,-0.06,2.758,5.071,NAN,palfa,,,,,,,,
2050,J1904+0738,NAN,NAN,NAN,54760,41.18,0.68,286.0313875,7.64769167,0.208958,4.11E-16,278.32,NAN,NAN,0.23,NAN,6.154,0.073,4.052,3.869,NAN,palfa,,,,,,,,
2051,J1904+0800,NAN,NAN,NAN,51911,41.498,0.863,286.01458333,8.01461111,0.263345,1.73E-14,438.8,0.01,NAN,0.36,NAN,10.966,0.165,7.265,0.288,NAN,pksmb,palfa,,,,,,,
2052,J1904+1011,NAN,NAN,NAN,51600,43.433,1.865,286.010375,10.19294444,1.85657,2.76E-16,135,NAN,4.4,0.58,NAN,5.496,0.179,3.777,4.511,NAN,ar1,ar2,ar3,pksmb,palfa,,,,
2053,J1904-1224,NAN,NAN,NAN,51037,23.291,-8.49,286.13867335,-12.40036635,0.750808,7.42E-16,118.23,0,6,0.3,NAN,7.274,-1.074,2.845,1.892,NAN,pks70,pkssw,htru_pks,,,,,,
2054,J1904-1629,NAN,NAN,NAN,57039,19.59,-10.332,286.21404167,-16.48861111,1.541412,3.19E-15,145,NAN,NAN,0.17,NAN,25,-4.484,8.246,-14.671,NAN,htru_pks,,,,,,,,
2055,J1905-0056,NAN,NAN,NAN,57600,33.69,-3.551,286.36563333,-0.94466667,0.643183,3.06E-15,229.13,0,9.8,0.7,NAN,7.644,-0.473,4.232,2.152,NAN,gb3,pks70,pksmb,htru_eff,,,,,
2056,J1905+0400,-3.8,-7.3,NAN,53700,38.095,-1.289,286.36780598,4.00302306,0.003784,4.91E-21,25.69,NAN,NAN,0.05,NAN,1.064,-0.024,0.656,7.663,NAN,pksmb,,,,,,,,
2057,J1905+0414,NAN,NAN,NAN,NAN,38.246,-1.079,286.25,4.23333333,NAN,NAN,383,NAN,NAN,NAN,NAN,9.081,-0.171,5.62,1.369,NAN,palfa,,,,,,,,
2058,J1905+0600,NAN,NAN,NAN,52048,39.838,-0.277,286.268125,6.01663889,0.44121,1.11E-15,730.1,NAN,NAN,0.42,NAN,8.797,-0.042,5.636,1.745,NAN,pksmb,palfa,,,,,,,
2059,J1905+0616,NAN,NAN,NAN,51631,40.069,-0.169,286.2785375,6.27130556,0.989706,1.35E-13,256.05,0.03,0.5,0.51,NAN,4.952,-0.015,3.188,4.71,NAN,ar4,pksmb,palfa,,,,,,
2060,J1905+0709,NAN,NAN,NAN,49466,40.944,0.065,286.4734257,7.15537856,0.64804,4.94E-15,245.34,0.01,NAN,1.9,NAN,4.98,0.006,3.263,4.738,NAN,jb2,pksmb,palfa,,,,,,
2061,J1905+0902,NAN,NAN,NAN,54570,42.555,1.056,286.33139583,9.04235833,0.218253,3.5E-15,433.4,NAN,NAN,0.1,NAN,11.553,0.213,7.812,-0.009,NAN,palfa,,,,,,,,
2062,J1906+0414,NAN,NAN,NAN,53677,38.478,-1.51,286.74080417,4.24151111,1.043362,1.15E-14,349,NAN,NAN,0.23,NAN,10.069,-0.265,6.263,0.62,NAN,pksmb,,,,,,,,
2063,J1906+0509,NAN,NAN,NAN,56406,39.291,-1.083,286.73540417,5.15988889,0.39759,5.22E-15,99.5,NAN,NAN,0.07,NAN,3.091,-0.058,1.957,6.108,NAN,palfa,,,,,,,,
2064,J1906+0641,-5.766,-2.17,NAN,49613,40.604,-0.304,286.64685351,6.68413853,0.267275,2.14E-15,472.8,0.01,2.8,2.8,NAN,7,-0.037,4.556,3.186,NAN,jb2,pksmb,ar4,palfa,,,,,
2065,J1906+0649,NAN,NAN,NAN,52317,40.69,-0.152,286.549875,6.83002778,1.286564,1.52E-16,249,NAN,NAN,0.3,NAN,4.966,-0.013,3.238,4.735,NAN,pksmb,,,,,,,,
2066,J1906+0722,NAN,NAN,NAN,55716,41.216,0.031,286.63,7.38216667,0.111524,3.59E-14,NAN,NAN,NAN,NAN,NAN,NAN,0,0,8.5,GRS:2FGL_J1906.5+0720[naa+12],FermiBlind,,,,,,,,
2067,J1906+0725,NAN,NAN,NAN,56657,41.188,0.162,286.5,7.41666667,1.53651,NAN,480.4,NAN,NAN,0.05,NAN,7.075,0.02,4.659,3.176,NAN,palfa,,,,,,,,
2068,J1906+0912,NAN,NAN,NAN,51360,42.84,0.884,286.61858333,9.21572222,0.775345,1.32E-16,265,NAN,NAN,0.32,NAN,7.414,0.114,5.041,3.064,NAN,pksmb,palfa,,,,,,,
2069,J1906+1854,NAN,NAN,NAN,49079.5,51.501,5.251,286.68629167,18.90236111,1.019093,2.05E-16,156.77,NAN,4.6,NAN,NAN,6.721,0.615,5.238,4.334,NAN,ar3,ar4,lotaas,,,,,,
2070,J1907+0249,NAN,NAN,NAN,52554,37.306,-2.323,286.925125,2.82805556,0.351879,1.14E-15,261,NAN,NAN,0.46,NAN,8.751,-0.355,5.299,1.545,NAN,pksmb,palfa,,,,,,,
2071,J1907+0255,NAN,NAN,NAN,56700,37.339,-2.192,286.82458333,2.91741667,0.618761,2.23E-16,257,NAN,NAN,0.14,NAN,7.986,-0.305,4.84,2.155,NAN,palfa,,,,,,,,
2072,J1907+0345,NAN,NAN,NAN,51999,38.075,-1.796,286.81059583,3.75294444,0.240153,8.22E-15,311.7,NAN,NAN,0.17,NAN,9.481,-0.297,5.844,1.04,NAN,pksmb,palfa,,,,,,,
2073,J1907+05,NAN,NAN,NAN,56657,39.156,-1.17,286.75,5,0.16868,NAN,456.7,NAN,NAN,NAN,NAN,11.845,-0.242,7.478,-0.683,NAN,palfa,,,,,,,,
2074,J1907+0534,NAN,NAN,NAN,51719,39.717,-0.988,286.84725,5.58138889,1.138403,3.15E-15,524,NAN,NAN,0.36,NAN,11.835,-0.204,7.561,-0.602,NAN,pksmb,palfa,,,,,,,
2075,J1907+0602,NAN,NAN,NAN,54935,40.182,-0.894,286.97808333,6.03802778,0.106633,8.68E-14,82.1,NAN,NAN,0,NAN,2.37,-0.037,1.529,6.69,GRS:2FGL_J1907.9+0602[naa+12],SNR:G40.5-,FermiBlind,,,,,,,
2076,J1907+0631,NAN,NAN,NAN,56985,40.515,-0.484,286.7659,6.52191667,0.323648,4.52E-13,428.6,NAN,NAN,0.25,NAN,3.4,-0.029,2.209,5.915,SNR:G40.5-0.5[lsb+17],palfa,,,,,,,,
2077,J1907+0731,NAN,NAN,NAN,52352,41.5,-0.211,286.97829167,7.52275,0.363676,1.84E-14,239.8,NAN,NAN,0.35,NAN,4.994,-0.018,3.309,4.76,NAN,pksmb,palfa,,,,,,,
2078,J1907+0740,NAN,NAN,NAN,51354,41.613,-0.102,286.933825,7.67294444,0.574698,6.71E-16,332,0,NAN,0.41,NAN,5.81,-0.01,3.858,4.156,NAN,pksmb,palfa,,,,,,,
2079,J1907+0859,NAN,NAN,NAN,56700,42.707,0.661,286.75797083,8.9955,1.527042,5.54E-15,190,NAN,NAN,0.07,NAN,4.989,0.058,3.384,4.834,NAN,palfa,,,,,,,,
2080,J1907+0918,NAN,NAN,NAN,51319,43.024,0.73,286.84350417,9.30854444,0.226107,9.43E-14,357.9,0,0.4,0.2,NAN,8.224,0.105,5.611,2.488,NAN,misc,pksmb,palfa,,,,,,
2081,J1907+0919,0.6,4.2,NAN,51052,43.021,0.766,286.80970833,9.32225,5.198346,9.2E-11,NAN,NAN,NAN,NAN,NAN,NAN,0,0,8.5,SNR:G42.8+0.6(?),XRS:SGR_1900+14,misc,,,,,,,
2082,J1907+1149,NAN,NAN,NAN,53445,45.29,1.832,286.90741667,11.82697222,1.42016,1.6E-13,202.8,NAN,NAN,0.16,NAN,7.551,0.241,5.364,3.19,NAN,pksmb,palfa,,,,,,,
2083,J1907+1247,NAN,NAN,NAN,51600,46.099,2.373,286.79458333,12.79330556,0.827097,1.95E-15,257,NAN,0.8,NAN,NAN,10.526,0.436,7.578,1.207,NAN,ar1,,,,,,,,
2084,J1907-1532,NAN,NAN,NAN,55424,20.7,-10.413,286.77825,-15.53747222,0.632235,3.08E-15,72.6,NAN,NAN,NAN,NAN,3.475,-0.628,1.208,5.303,NAN,htru_pks,,,,,,,,
2085,J1907+4002,11,11,NAN,48713,70.948,14.203,286.8944,40.03491944,1.235757,5.41E-16,30.97,0,23,1.8,NAN,2.46,0.604,2.254,7.722,NAN,gb1,gb2,gb4,lotaas,,,,,
2086,J1907+57,NAN,NAN,NAN,NAN,87.484,20.459,286.75,57,0.424,NAN,54.63,NAN,NAN,NAN,NAN,6.706,2.344,6.277,8.224,NAN,gbncc,,,,,,,,
2087,J1908+0457,NAN,NAN,NAN,49079.5,39.267,-1.468,287.06729167,4.96138889,0.846793,9.8E-16,360,NAN,NAN,0.93,NAN,11.278,-0.289,7.136,-0.229,NAN,misc,pksmb,palfa,,,,,,
2088,J1908+0500,NAN,NAN,NAN,49079.5,39.293,-1.403,287.02150833,5.015125,0.291021,2.59E-15,201.42,0,6.1,0.79,NAN,5.845,-0.143,3.7,3.978,NAN,ar3,pksmb,palfa,,,,,,
2089,J1908+0734,NAN,NAN,NAN,49079.5,41.585,-0.27,287.070875,7.57065556,0.212353,8.25E-16,11.1,NAN,3.5,0.54,NAN,0.669,-0.003,0.444,8,NAN,ar3,pksmb,palfa,,,,,,
2090,J1908+0833,NAN,NAN,NAN,56700,42.469,0.171,287.08733333,8.55875,0.512111,1.99E-15,700.1,NAN,NAN,0.2,NAN,11.32,0.034,7.643,0.15,NAN,palfa,,,,,,,,
2091,J1908+0839,NAN,NAN,NAN,51550,42.56,0.229,287.077125,8.66644444,0.185397,2.39E-15,512.1,0,NAN,0.49,NAN,8.272,0.033,5.595,2.407,NAN,pksmb,palfa,,,,,,,
2092,J1908+0909,NAN,NAN,NAN,51525,42.972,0.494,287.0309875,9.15344444,0.336555,3.49E-14,467.5,0.01,NAN,0.22,NAN,8.906,0.077,6.07,1.984,NAN,pksmb,palfa,,,,,,,
2093,J1908+0916,NAN,NAN,NAN,42832.5,43.173,0.361,287.24483333,9.27055556,0.83027,9.8E-17,249.8,NAN,5,0.23,NAN,5.561,0.035,3.805,4.444,NAN,ar1,pksmb,palfa,,,,,,
2094,J1908+2351,NAN,NAN,NAN,51561,56.144,7.112,287.13308333,23.86163889,0.377578,1.7E-17,101.69,NAN,0.9,NAN,NAN,5.405,0.669,4.454,5.512,NAN,ar4,,,,,,,,
2095,J1909+0007,5,-32,NAN,48740,35.123,-3.977,287.39690678,0.13271408,1.016948,5.52E-15,112.79,NAN,12,0.87,NAN,4.358,-0.302,2.501,4.944,NAN,misc,mol2,gb2,ar2,pks70,ar4,pksmb,g,
2096,J1909+0254,NAN,NAN,NAN,49695,37.605,-2.713,287.40962686,2.91407554,0.989831,5.53E-15,171.73,0,21,0.63,NAN,4.5,-0.213,2.743,4.939,NAN,jb1,mol2,pksmb,gb4,palfa,lotaas,,,
2097,J1909+0616,NAN,NAN,NAN,51720,40.62,-1.21,287.463375,6.28105556,0.755993,2.06E-14,352,NAN,NAN,0.33,NAN,9.559,-0.202,6.222,1.246,NAN,pksmb,ar4,palfa,,,,,,
2098,J1909+0641,NAN,NAN,NAN,54870,40.941,-0.94,287.37105,6.6905,0.741762,3.22E-15,36.7,NAN,NAN,0.11,NAN,1.325,-0.022,0.868,7.499,NAN,palfa,,,,,,,,
2099,J1909+0749,NAN,NAN,NAN,54870,41.909,-0.34,287.28416667,7.82555556,0.237161,1.52E-13,539.36,NAN,NAN,0.23,NAN,8.286,-0.049,5.534,2.334,NAN,palfa,,,,,,,,
2100,J1909+0912,NAN,NAN,NAN,51496,43.164,0.258,287.33295833,9.21491667,0.222949,3.58E-14,421.5,0.01,NAN,0.4,NAN,7.608,0.034,5.204,2.951,NAN,pksmb,palfa,,,,,,,
2101,J1909+1102,-7.77,5.351,NAN,57600,44.832,0.992,287.45284542,11.03417889,0.283642,2.64E-15,149.98,0,50,3.2,NAN,4.8,0.083,3.384,5.096,NAN,jb1,ar1,mol2,jb2,gb3,ar3,ar4,pksmb,
2102,J1909+1148,NAN,NAN,NAN,56700,45.494,1.416,287.38074583,11.81662778,0.448945,7.25E-17,199.8,NAN,NAN,0.09,NAN,7.126,0.176,5.081,3.506,NAN,palfa,,,,,,,,
2103,J1909+1450,NAN,NAN,NAN,49079.5,48.181,2.827,287.36233333,14.84944444,0.996108,2.19E-16,119.5,NAN,1.1,NAN,NAN,4.411,0.218,3.283,5.562,NAN,ar3,,,,,,,,
2104,J1909+1859,NAN,NAN,NAN,49079.5,51.852,4.749,287.32751667,18.98631667,0.542451,9.7E-17,64.52,NAN,5.4,NAN,NAN,2.447,0.203,1.918,6.994,NAN,ar3,ar4,,,,,,,
2105,J1910-0112,NAN,NAN,NAN,53174,34.009,-4.736,287.56541667,-1.20166667,1.360603,1.78E-16,178,NAN,NAN,0.07,NAN,8.105,-0.669,4.518,1.804,NAN,pksmb,,,,,,,,
2106,J1910+0225,NAN,NAN,NAN,52586,37.229,-3.057,287.5431625,2.42322222,0.337855,2.62E-16,209,NAN,NAN,0.6,NAN,7.932,-0.423,4.792,2.193,NAN,pksmb,,,,,,,,
2107,J1910-0309,NAN,NAN,NAN,57600,32.28,-5.681,287.62371667,-3.16502778,0.504606,2.19E-15,205.53,0,27,0.55,NAN,14.441,-1.429,7.674,-3.649,NAN,mol2,gb3,pks70,pksmb,pkssw,lotaas,,,
2108,J1910+0358,NAN,NAN,NAN,50026,38.606,-2.339,287.53776645,3.97445134,2.330263,4.47E-15,82.93,NAN,21,1.5,NAN,2.859,-0.117,1.782,6.268,NAN,misc,mol2,pksmb,lotaas,,,,,
2109,J1910+0517,NAN,NAN,NAN,56700,39.838,-1.835,287.65794583,5.29891667,0.308048,7.3E-16,300,NAN,NAN,0.5,NAN,11.021,-0.353,7.057,0.042,NAN,palfa,,,,,,,,
2110,J1910+0534,NAN,NAN,NAN,51709,40.056,-1.668,287.61045833,5.56916667,0.452867,1.92E-15,484,0.02,NAN,0.41,NAN,21.255,-0.619,13.672,-7.762,NAN,pksmb,palfa,,,,,,,
2111,J1910+0714,NAN,NAN,NAN,49079.5,41.52,-0.87,287.5774875,7.23661111,2.712423,6.12E-15,124.06,0,5.4,0.36,NAN,3.679,-0.056,2.438,5.746,NAN,ar3,pksmb,palfa,,,,,,
2112,J1910+0728,NAN,NAN,NAN,52187,41.74,-0.772,287.59199583,7.47696944,0.325415,8.31E-15,283.7,0,NAN,0.87,NAN,6.233,-0.084,4.149,3.85,NAN,pksmb,palfa,,,,,,,
2113,J1910+1027,NAN,NAN,NAN,56657,44.335,0.682,287.5,10.45,0.53147,NAN,705.7,NAN,NAN,0.06,NAN,16.743,0.199,11.7,-3.475,NAN,palfa,,,,,,,,
2114,J1910+1231,NAN,NAN,NAN,48741,46.205,1.591,287.55641313,12.52782889,1.441742,8.23E-15,258.64,0,5,0.28,NAN,8.139,0.226,5.873,2.869,NAN,ar1,ar3,pksmb,palfa,,,,,
2115,J1910+56,NAN,NAN,NAN,NAN,87.575,19.955,287.675,56.91666667,0.3419,NAN,20.75,NAN,NAN,NAN,NAN,1.482,0.506,1.392,8.441,NAN,lotaas,,,,,,,,
2116,J1910-5959B,NAN,NAN,NAN,52000,336.494,-25.628,287.71689833,-59.9835725,0.008358,-7.9E-19,33.28,NAN,NAN,0.05,NAN,1.631,-0.705,-0.587,7.151,GC:NGC6752,XRS:[bgh+06,fhc+14],pksgc,,,,,,
2117,J1910-5959C,-4.1,-4.6,NAN,51910,336.464,-25.662,287.77314667,-60.01658333,0.005277,2.16E-21,33.21,NAN,NAN,0.24,NAN,1.627,-0.705,-0.586,7.155,GC:NGC6752,XRS:[bgh+06,fhc+14],pksgc,,,,,,
2118,J1910-5959D,NAN,NAN,NAN,51910,336.493,-25.629,287.71840125,-59.98485528,0.009035,9.64E-19,33.28,NAN,NAN,0.05,NAN,1.631,-0.705,-0.587,7.152,GC:NGC6752,XRS:[bgh+06,fhc+14],pksgc,,,,,,
2119,J1910-5959E,NAN,NAN,NAN,51910,336.494,-25.628,287.71732167,-59.98391306,0.004572,-4.34E-19,33.31,NAN,NAN,0.07,NAN,1.634,-0.707,-0.588,7.149,GC:NGC6752,XRS:[fhc+14],pksgc,,,,,,,
2120,J1911+00,NAN,NAN,NAN,52318,35.808,-4.247,287.95,0.61666667,6.94,NAN,100,NAN,NAN,NAN,NAN,4.047,-0.3,2.361,5.227,NAN,pksmb,,,,,,,,
2121,J1911+0101B,NAN,NAN,NAN,53000,36.109,-3.926,287.80238542,1.03067778,0.005384,-2E-21,196.69,NAN,NAN,NAN,NAN,9.5,-0.65,5.585,0.843,GC:NGC6760,misc,,,,,,,,
2122,J1911+09,NAN,NAN,NAN,56657,43.163,-0.207,287.75,9,0.27371,NAN,334.7,NAN,NAN,NAN,NAN,6.234,-0.022,4.265,3.953,NAN,palfa,,,,,,,,
2123,J1911+10,NAN,NAN,NAN,56657,44.05,0.256,287.75,10,0.19089,NAN,446.2,NAN,NAN,NAN,NAN,8.085,0.036,5.621,2.689,NAN,palfa,,,,,,,,
2124,J1911+1347,-2.846,-3.542,0.4,56936,47.518,1.809,287.98001509,13.79287737,0.004626,1.69E-20,30.99,NAN,NAN,0.08,NAN,1.365,0.043,1.006,7.579,NAN,pksmb,,,,,,,,
2125,J1911+1758,NAN,NAN,NAN,49079.5,51.238,3.738,287.98079167,17.97938611,0.460406,1.31E-17,48.98,NAN,1.9,NAN,NAN,1.955,0.127,1.521,7.279,NAN,ar3,,,,,,,,
2126,J1912+1036,NAN,NAN,NAN,51600,44.794,0.152,288.19304167,10.61155556,0.409349,1.58E-14,147,0,1.6,0.22,NAN,4.154,0.011,2.927,5.552,NAN,ar1,pksmb,palfa,,,,,,
2127,J1912+2104,-11.37,-5.8,0.09,48740,54.086,4.989,288.18057958,21.07609056,2.232969,1.02E-14,88.6,NAN,6,0.8,NAN,3.369,0.293,2.718,6.531,NAN,jb1,ar3,,,,,,,
2128,J1912+2525,NAN,NAN,NAN,49079.5,57.933,7.042,288.07760833,25.41725556,0.621976,2.25E-16,37.85,NAN,1.6,NAN,NAN,2.15,0.264,1.808,7.367,NAN,ar3,lotaas,,,,,,,
2129,J1913-0440,7,-5,NAN,46634,31.307,-7.124,288.47572292,-4.67991111,0.825936,4.07E-15,89.39,0,118,6.8,NAN,4.041,-0.501,2.084,5.074,NAN,mol1,jb1,mol2,gb2,pks70,pkssw,lotaa,,
2130,J1913+0446,NAN,NAN,NAN,51832.34,39.736,-2.79,288.46175,4.76833333,1.61613,2.79E-13,109.1,NAN,NAN,0.48,NAN,4.338,-0.211,2.77,5.168,NAN,pksmb,,,,,,,,
2131,J1913+0657,NAN,NAN,NAN,56700,41.644,-1.712,288.38716667,6.95675,1.257181,2.83E-15,142,NAN,NAN,0.05,NAN,5.069,-0.151,3.367,4.714,NAN,palfa,,,,,,,,
2132,J1913+0832,NAN,NAN,NAN,51685,42.98,-0.862,288.25208333,8.53475,0.134409,4.57E-15,355.2,0.01,NAN,0.9,NAN,8.204,-0.123,5.592,2.499,NAN,pksmb,palfa,,,,,,,
2133,J1913+0904,NAN,NAN,NAN,53249,43.502,-0.684,288.33775417,9.07927778,0.163246,1.76E-14,95.3,NAN,NAN,0.4,NAN,2.997,-0.036,2.063,6.326,GRS:[hsg+14],pksmb,palfa,,,,,,,
2134,J1913+0936,NAN,NAN,NAN,51600,44.034,-0.553,288.46958333,9.61161111,1.241965,4.32E-16,157,NAN,0.8,0.14,NAN,4.337,-0.042,3.014,5.382,NAN,ar1,pksmb,palfa,,,,,,
2135,J1913+1000,NAN,NAN,NAN,52187,44.285,-0.194,288.26495833,10.00066667,0.837148,1.67E-14,422,0.02,NAN,0.53,NAN,7.671,-0.026,5.356,3.009,NAN,pksmb,palfa,,,,,,,
2136,J1913+1011,NAN,NAN,NAN,51697,44.485,-0.167,288.33475417,10.18971389,0.035909,3.37E-15,178.8,0,NAN,0.9,NAN,4.613,-0.013,3.232,5.209,GRS:[sbc+19],pksmb,palfa,,,,,,,
2137,J1913+1050,NAN,NAN,NAN,56700,45.09,0.081,288.39735,10.84072222,0.190067,1.95E-16,231.1,NAN,NAN,0.06,NAN,5.446,0.008,3.857,4.655,NAN,palfa,,,,,,,,
2138,J1913+1103,NAN,NAN,NAN,56657,45.208,0.306,288.25,11.05,0.92391,NAN,628.9,NAN,NAN,0.09,NAN,12.142,0.065,8.617,-0.054,NAN,palfa,,,,,,,,
